Produto,Descrição,"Pontos Qualificaveis","Pontos Bonificaveis","Preço Venda Sugerido","Preço Consultor","Margem Lucro na Revenda",QTD EM CASA - FECHADOS,"Valor Em Estoque","Valor Investido",QTD EM CASA - ABERTOS
TOTALL,,,,,,,133,"R$ 9.181,36","R$ 4.540,22",6
#,#,#,#,#,#,#,#,#,#,#
650151,POP SOCKET PEROLAS HINODE - ROSA,.00,.00,"R$ 8,40","R$ 8,40",0.00 %,,0,0,
650152,BONÉ HINODE 88 - VINHO,.00,.00,"R$ 33,10","R$ 45,00",-26.44 %,,0,0,
650153,BONÉ HINODE 88 - AZUL MARINHO,.00,.00,"R$ 33,10","R$ 45,00",-26.44 %,,0,0,
650154,CAMISA POLO FEMININA GRUPO HINODE - AZUL MARINHO - G,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650155,CAMISA POLO FEMININA GRUPO HINODE - AZUL MARINHO - GG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650156,CAMISA POLO FEMININA GRUPO HINODE - AZUL MARINHO - M,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650157,CAMISA POLO FEMININA GRUPO HINODE - AZUL MARINHO - P,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650158,CAMISA POLO FEMININA GRUPO HINODE - AZUL MARINHO - XG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650159,CAMISA POLO MASCULINA GRUPO HINODE - AZUL MARINHO - P,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650160,CAMISA POLO MASCULINA GRUPO HINODE - AZUL MARINHO - G,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650161,CAMISA POLO MASCULINA GRUPO HINODE - AZUL MARINHO - GG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650162,CAMISA POLO MASCULINA GRUPO HINODE - AZUL MARINHO - M,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650163,CAMISA POLO MASCULINA GRUPO HINODE - AZUL MARINHO - XG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650165,QUADRO DOS SONHOS,.00,.00,"R$ 2,50","R$ 2,50",0.00 %,,0,0,
650166,FIR FICHA DE INICIO RAPIDO,.00,.00,"R$ 10,00","R$ 10,00",0.00 %,,0,0,
650167,FOLDER ABRA OS OLHOS,.00,.00,"R$ 2,50","R$ 2,50",0.00 %,,0,0,
650168,GUIA EXPLICATIVO HND PERFORMANCE,.00,.00,"R$ 2,50","R$ 2,50",0.00 %,,0,0,
650169,GUIA EXPLICATIVO HND PERFUMARIA,.00,.00,"R$ 2,50","R$ 2,50",0.00 %,,0,0,
650170,GUIA EXPLICATIVO HND VIDA SAUDAVEL,.00,.00,"R$ 2,50","R$ 2,50",0.00 %,,0,0,
650171,GUIA EXPLICATIVO HND ROUTINE,.00,.00,"R$ 3,00","R$ 3,00",0.00 %,,0,0,
650172,PASTA ZIPER PERSONALIZADA 37X27,.00,.00,"R$ 3,00","R$ 3,00",0.00 %,,0,0,
650173,PESQUISA SATISFAÇÃO,.00,.00,"R$ 10,00","R$ 10,00",0.00 %,,0,0,
650174,TALAO DE PEDIDO,.00,.00,"R$ 10,00","R$ 10,00",0.00 %,,0,0,
650175,PORTA CARTÃO HINODE,.00,.00,"R$ 12,00","R$ 12,00",0.00 %,,0,0,
650176,PORTA CARTÃO VOCÊ PODE TUDO HINODE,.00,.00,"R$ 12,00","R$ 12,00",0.00 %,,0,0,
650177,PORTA CARTÃO HINODE 4.0,.00,.00,"R$ 12,00","R$ 12,00",0.00 %,,0,0,
650178,PORTA CARTÃO HINODE,.00,.00,"R$ 12,00","R$ 12,00",0.00 %,,0,0,
650186,CAIXA HND CAMPANHA NATAL 2020 QUADRADA P,.00,.00,"R$ 8,00","R$ 8,00",0.00 %,,0,0,
650187,CAIXA HND CAMPANHA NATAL 2020 VERTICAL,.00,.00,"R$ 5,00","R$ 5,00",0.00 %,,0,0,
810124,MANTEIGA CORPORAL VENYX 220G,12.58,12.58,"R$ 80,00","R$ 23,90",234.73 %,,0,0,
820009,UNIDADE EMPIRE AMOSTRA COM 3 FLACONETES,.00,.00,"R$ 3,80","R$ 3,80",0.00 %,,0,0,
820021,AMOSTRA GRACE LA ROSE SUBLIME 1 TIRA COM 3 SACHES,.00,.00,"R$ 3,80","R$ 3,80",0.00 %,,0,0,
850000,EMPIRE DEO COLONIA TOP POCKET 15 ML,11.08,9.42,"R$ 33,92","R$ 16,96",100.00 %,2,"R$ 67,84","R$ 33,92",
850001,EMPIRE DEO COLONIA GOLD POCKET 15 ML,11.08,9.42,"R$ 33,92","R$ 16,96",100.00 %,2,"R$ 67,84","R$ 33,92",
850002,EMPIRE DEO COLONIA INTENSE POCKET 15 ML,11.08,9.42,"R$ 33,92","R$ 16,96",100.00 %,1,"R$ 33,92","R$ 16,96",
850003,EMPIRE DEO COLONIA SPORT POCKET 15 ML,11.08,9.42,"R$ 33,92","R$ 16,96",100.00 %,1,"R$ 33,92","R$ 16,96",
850004,LATTITUDE DEO COLONIA EXPEDITION POCKET 15 ML,11.08,9.42,"R$ 33,92","R$ 16,96",100.00 %,3,"R$ 101,76","R$ 50,88",
850005,LATTITUDE DEO COLONIA STAMINA POCKET 15 ML,11.08,9.42,"R$ 33,92","R$ 16,96",100.00 %,2,"R$ 67,84","R$ 33,92",1
850006,SPOT DEO COLONIA FOR HIM POCKET 15 ML,11.08,9.42,"R$ 33,92","R$ 16,96",100.00 %,2,"R$ 67,84","R$ 33,92",
850007,SPOT DEO COLONIA FOR HER POCKET 15 ML,11.08,9.42,"R$ 33,92","R$ 16,96",100.00 %,1,"R$ 33,92","R$ 16,96",
850008,FEELIN DEO COLONIA SEXY MASC POCKET 15 ML,11.08,9.42,"R$ 33,92","R$ 16,96",100.00 %,2,"R$ 67,84","R$ 33,92",1
850009,FEELIN DEO COLONIA SEXY FEM POCKET 15 ML,11.08,9.42,"R$ 33,92","R$ 16,96",100.00 %,1,"R$ 33,92","R$ 16,96",1
850010,FEELIN DEO COLONIA FOR HER POCKET 15 ML,11.08,7.76,"R$ 33,92","R$ 16,96",100.00 %,2,"R$ 67,84","R$ 33,92",
850011,GRACE DEO COLONIA MIDNIGHT POCKET 15 ML,11.08,9.42,"R$ 33,92","R$ 16,96",100.00 %,1,"R$ 33,92","R$ 16,96",1
850012,POCKET GRACE LA ROSE,11.08,9.42,"R$ 33,92","R$ 16,96",100.00 %,1,"R$ 33,92","R$ 16,96",
850013,FEELIN FOR HIM POCKET 15ML,11.08,9.42,"R$ 33,92","R$ 16,96",100.00 %,2,"R$ 67,84","R$ 33,92",
850014,GRACE DEO COLONIA POCKET 15 ML,11.08,9.42,"R$ 33,92","R$ 16,96",100.00 %,1,"R$ 33,92","R$ 16,96",
850015,HYPE DEO COLONIA FEMIN POCKET 15 ML,11.08,9.42,"R$ 33,92","R$ 16,96",100.00 %,1,"R$ 33,92","R$ 16,96",
850016,HYPE DEO COLONIA MASC POCKET 15 ML,11.08,9.42,"R$ 33,92","R$ 16,96",100.00 %,2,"R$ 67,84","R$ 33,92",
850018,ENIGMA POCKET,11.08,9.42,"R$ 33,92","R$ 16,96",100.00 %,1,"R$ 33,92","R$ 16,96",
850019,REBELLE DEO COLONIA POCKET 15 ML,11.08,9.42,"R$ 33,92","R$ 16,96",100.00 %,2,"R$ 67,84","R$ 33,92",
850020,DAZZLE DEO COLONIA POCKET 15 ML,11.08,9.42,"R$ 33,92","R$ 16,96",100.00 %,1,"R$ 33,92","R$ 16,96",
850021,INEBRIANTE PERFUME POCKET 15 ML,11.08,9.42,"R$ 33,92","R$ 16,96",100.00 %,2,"R$ 67,84","R$ 33,92",
850022,LESER PERFUME POCKET 15 ML,11.08,9.42,"R$ 33,92","R$ 16,96",100.00 %,,0,0,
902301,AMOSTRA TRADUÇOES GOLD Nº 1,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902302,AMOSTRA TRADUÇOES GOLD Nº 2,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902303,AMOSTRA TRADUÇOES GOLD Nº 3,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902304,AMOSTRA TRADUÇOES GOLD Nº 4,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902305,AMOSTRA TRADUÇOES GOLD Nº 5,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902306,AMOSTRA TRADUÇOES GOLD Nº 6,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902307,AMOSTRA TRADUÇOES GOLD Nº 7,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902308,AMOSTRA TRADUÇOES GOLD Nº 8,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902309,AMOSTRA TRADUÇOES GOLD Nº 9,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902310,AMOSTRA TRADUÇOES GOLD Nº 10,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902312,AMOSTRA TRADUÇOES GOLD Nº 12,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902313,AMOSTRA TRADUÇOES GOLD Nº 13,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902314,AMOSTRA TRADUÇOES GOLD Nº 14,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902316,AMOSTRA TRADUÇOES GOLD Nº 16,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902317,AMOSTRA TRADUÇOES GOLD Nº 17,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902318,AMOSTRA TRADUÇOES GOLD Nº 18,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902319,AMOSTRA TRADUÇOES GOLD Nº 19,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902320,AMOSTRA TRADUÇOES GOLD Nº 20,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902321,AMOSTRA TRADUÇOES GOLD Nº 21,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902322,AMOSTRA TRADUÇOES GOLD Nº 22,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902323,AMOSTRA TRADUÇOES GOLD Nº 23,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902324,AMOSTRA TRADUÇOES GOLD Nº 24,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902326,AMOSTRA TRADUÇOES GOLD Nº 26,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902328,AMOSTRA TRADUÇOES GOLD Nº 28,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902329,AMOSTRA TRADUÇOES GOLD Nº 29,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902330,AMOSTRA TRADUÇOES GOLD Nº 30,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902331,AMOSTRA TRADUÇOES GOLD Nº 31,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902332,AMOSTRA TRADUÇOES GOLD Nº 32,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902333,AM. DEO TRADUCOES GOLD N 33,.40,.40,"R$ 0,00","R$ 1,61",-100.00 %,,0,0,
902335,AMOSTRA TRADUÇOES GOLD Nº 35,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902337,AMOSTRA TRADUÇOES GOLD Nº 37,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902342,AMOSTRA TRADUÇOES GOLD Nº 42,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902343,AMOSTRA TRADUÇOES GOLD Nº 43,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902346,AMOSTRA TRADUÇOES GOLD Nº 46,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902347,AMOSTRA TRADUÇOES GOLD Nº 47,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902351,AMOSTRA TRADUÇOES GOLD Nº 51,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902353,AMOSTRA TRADUÇOES GOLD Nº 53,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902355,AMOSTRA TRADUÇÕES GOLD Nº 55,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902356,AMOSTRA TRADUÇÕES GOLD Nº 56,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902357,AMOSTRA TRADUÇOES GOLD Nº 57,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902358,AMOSTRA TRADUÇÕES GOLD Nº 58,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902359,AMOSTRA TRADUÇÕES GOLD Nº 59,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902360,AMOSTRA TRADUÇÕES GOLD Nº 60,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902361,AMOSTRA TRADUÇÕES GOLD Nº 61,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902362,AMOSTRA TRADUÇÕES GOLD Nº 62,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
902363,AMOSTRA TRADUÇÕES GOLD Nº 63,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
910124,DEO COLONIA VENYX KIT DE NATAL,38.10,38.10,"R$ 145,00","R$ 72,50",100.00 %,,0,0,
925004,KIT DE MAQUIAGEM DAZZLE SUPER VIOLET,10.72,10.72,"R$ 78,00","R$ 19,90",291.96 %,,0,0,
925011,KIT VENYX,59.21,59.21,"R$ 225,00","R$ 112,50",100.00 %,,0,0,
925014,KIT GRAND RESERVA,42.72,42.72,"R$ 135,00","R$ 67,50",100.00 %,,0,0,
925015,KIT REBELLE,38.00,38.00,"R$ 139,00","R$ 69,50",100.00 %,,0,0,
